   1.000000E+00  0.000000E+00  1.059246E+03  3.024997E+00  2.522532E+00  4.018366E-01  1.090033E+03  3.037440E+00  5.897732E+00  7.706851E-01
   4.000000E+00  6.020600E-01  1.083889E+03  3.034985E+00  2.319036E+01  1.365307E+00  1.089516E+03  3.037234E+00  2.357883E+01  1.372522E+00
   1.000000E+01  1.000000E+00  1.071730E+03  3.030085E+00  3.943332E+01  1.595863E+00  1.086630E+03  3.036082E+00  5.877831E+01  1.769217E+00
   1.300000E+01  1.113943E+00  1.071725E+03  3.030083E+00  7.200306E+01  1.857351E+00  1.084272E+03  3.035138E+00  7.623252E+01  1.882140E+00
   2.100000E+01  1.322219E+00  1.076546E+03  3.032033E+00  1.200171E+02  2.079243E+00  1.075083E+03  3.031442E+00  1.220163E+02  2.086418E+00
   3.100000E+01  1.491362E+00  1.079930E+03  3.033395E+00  1.842683E+02  2.265451E+00  1.057976E+03  3.024476E+00  1.770178E+02  2.248017E+00
   4.400000E+01  1.643453E+00  1.019569E+03  3.008417E+00  2.800356E+02  2.447213E+00  1.027438E+03  3.011756E+00  2.433931E+02  2.386308E+00
   6.400000E+01  1.806180E+00  1.014067E+03  3.006067E+00  3.332793E+02  2.522808E+00  9.661476E+02  2.985043E+00  3.310864E+02  2.519941E+00
   9.000000E+01  1.954243E+00  8.344259E+02  2.921388E+00  4.263890E+02  2.629806E+00  8.712893E+02  2.940162E+00  4.156628E+02  2.618741E+00
   1.100000E+02  2.041393E+00  8.093651E+02  2.908144E+00  4.728706E+02  2.674742E+00  7.948739E+02  2.900298E+00  4.588742E+02  2.661694E+00
   1.700000E+02  2.230449E+00  5.816950E+02  2.764695E+00  4.951969E+02  2.694778E+00  5.887521E+02  2.769932E+00  5.042446E+02  2.702641E+00
   2.500000E+02  2.397940E+00  3.990020E+02  2.600975E+00  4.708004E+02  2.672837E+00  4.029896E+02  2.605294E+00  4.699427E+02  2.672045E+00
   3.700000E+02  2.568202E+00  2.578903E+02  2.411435E+00  3.771366E+02  2.576499E+00  2.590482E+02  2.413381E+00  3.840505E+02  2.584388E+00
   5.200000E+02  2.716003E+00  1.835082E+02  2.263656E+00  2.966869E+02  2.472298E+00  1.799714E+02  2.255204E+00  2.992697E+02  2.476063E+00
   7.500000E+02  2.875061E+00  1.319087E+02  2.120273E+00  2.206937E+02  2.343790E+00  1.313934E+02  2.118574E+00  2.185690E+02  2.339589E+00
   1.000000E+03  3.000000E+00  1.105380E+02  2.043511E+00  1.731727E+02  2.238479E+00  1.102114E+02  2.042226E+00  1.675488E+02  2.224141E+00
